195 1.041822565504186926e+01 3.609032440074245507e+00 2.661115650181537617e+00
220 8.784162465084087046e+00 3.208235978933238641e+00 2.196954206059817949e+00
251 7.182481966402431084e+00 2.902396957078083872e+00 1.940267606650452947e+00
293 5.018252132499933182e+00 2.236869980083020959e+00 1.916198486800045231e+00
352 5.657687833265464761e+00 2.405645769458546912e+00 1.498709285941982827e+00
